Symbol,CompanyName,MarketCap,Sector,Industry,DividendYield,Beta
CFGX,Capital Financial Global Inc,$1.6M,Financials,Diversified Financial Services,--,+0.3
CFMS,ConforMIS Inc,$61.9M,Health Care,Health Care Equipment & Supplies,--,+1.5
CFNB,California First National Bancorp,$155.8M,Financials,Banks,3.56%,+0.5
CFOK,Community First Bancorporation,$25.0M,Financials,Banks,--,+0.2
CFPI,California Style Palms Inc,$627.2K,Consumer Staples,Food Products,--,--
CFPUF,CANFOR PULP PRODUCTS INC,$398.4M,Materials,Paper & Forest Products,--,+1.8
CFR,"Cullen/Frost Bankers, Inc.",$5.5B,Financials,Banks,3.29%,+1.5
CFRI,Conforce International Inc,$272.2K,Industrials,Machinery,--,-2.2
CFRX,ContraFect Corp,$144.6M,Health Care,Biotechnology,--,+0.9
CFX,Colfax Corp,$4.5B,Industrials,Machinery,--,+2.2
CFXTF,CONIFEX TIMBER INC,$52.2M,Materials,Paper & Forest Products,--,+1.9
CG,Carlyle Group Inc,$11.1B,Financials,Capital Markets,4.21%,+1.3
CGA,"China Green Agriculture, Inc",$24.3M,Materials,Chemicals,--,+0.7
CGBD,TCG BDC Inc,$592.4M,Financials,Capital Markets,12.51%,+2.2
CGCO,Commerce Group Corp.,$487.4K,Materials,Metals & Mining,--,-0.2
CGDXF,CANDENTE GOLD CORP,$5.8M,Materials,Metals & Mining,--,+2.3
CGEAF,COGECO COMMUNICATIONS INC,$3.7B,Communication Services,Media,2.54%,+0.5
CGECF,COGECO INC  -SUB VTG,$934.6M,Communication Services,Media,2.58%,+0.3
CGFEF,CF ENERGY CORP,$23.1M,Utilities,Gas Utilities,--,+0.5
CGIFF,CHEMTRADE LOGISTICS INCM FD,$422.1M,Materials,Chemicals,10.51%,+1.7
CGIPQ,"Celadon Group, Inc.",$255.7K,Industrials,Road & Rail,--,+1.5
CGIX,Cancer Genetics Inc,$13.1M,Health Care,Biotechnology,--,+2.7
CGJTF,CARGOJET INC,$2.7B,Industrials,Air Freight & Logistics,0.42%,+0.7
CGLO,Coro Global Inc,$125.5M,Information Technology,Software,--,+3.7
CGMLF,CHALICE MINING LTD,$1.1B,Materials,Metals & Mining,--,-1.9
CGNH,CardioGenics Holdings Inc,$1.3M,Health Care,Biotechnology,--,-0.9
CGRA,CGrowth Capital Inc,$1.8M,Financials,Capital Markets,--,+6.5
CGRW,Cannagrow Holdings Inc,$19.1M,Industrials,Commercial Services & Supplies,--,+2.2
CGYG,China Longyi Group Int'l Holding,$7.8K,Consumer Staples,Personal Products,--,--
CGYV,China Energy Recovery Inc,$124.2K,Industrials,Electrical Equipment,--,+0.5
CHA,China Telecom Corporation Limited (ADR),$23.1B,Communication Services,Diversified Telecommunication Services,6.19%,+0.7
CHBH,"Croghan Bancshares, Inc.",$116.8M,Financials,Banks,4.00%,+1.1
CHBU,China Agri Business Inc,$57.1K,Materials,Chemicals,--,+1.2
CHCC,China Chemical Corp,$75.0K,Materials,Chemicals,--,--
CHCI,Comstock Holding Companies Inc,$24.7M,Consumer Discretionary,Household Durables,--,+1.1
CHCO,City Holding Company,$1.1B,Financials,Banks,3.36%,+0.7
CHCR,Advanzeon Solutions Inc,$17.0M,Health Care,Health Care Providers & Services,--,+2.7
CHCT,Community Healthcare Trust Inc,$1.1B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.58%,+0.4
CHD,"Church & Dwight Co., Inc.",$21.5B,Consumer Staples,Household Products,1.11%,+0.4
CHE,Chemed Corporation,$8.5B,Health Care,Health Care Providers & Services,0.26%,+0.5
CHEF,Chefs' Warehouse Inc,$962.8M,Consumer Staples,Food & Staples Retailing,--,+2.4
CHEK,Check Cap Ltd,$99.9M,Health Care,Health Care Equipment & Supplies,--,+0.0
CHFI,China Finance Inc,$115.3K,Financials,Capital Markets,--,+7.0
CHFS,CHF Solutions Inc,$20.4M,Health Care,Health Care Equipment & Supplies,--,+1.5
CHGG,Chegg Inc,$11.5B,Consumer Discretionary,Diversified Consumer Services,--,+0.9
CHGI,China Carbon Graphite Group  Inc,$2.0M,Industrials,Electrical Equipment,--,+1.0
CHGS,China Gengsheng Minerals Inc,$190.3K,Materials,Chemicals,--,--
CHGT,Changing Technologies Inc,$18.2K,Information Technology,IT Services,--,+0.8
CHHE,"China Health Industries Holdings, Inc.",$38.0M,Consumer Staples,Personal Products,--,+1.8
CHHHF,CARERX CORP,$155.3M,Consumer Staples,Food & Staples Retailing,--,+0.7
CHIT,Cherubim Interests Inc,$376.6K,Real Estate,Real Estate Management & Development,--,--
CHJI,China Changjiang Mng & New Energy Co Ltd,$11.3M,Real Estate,Real Estate Management & Development,--,--
CHKP,Check Point Software Technologies Ltd.,$17.9B,Information Technology,Software,--,+0.7
CHL,China Mobile Ltd. (ADR),$121.1B,Communication Services,Wireless Telecommunication Services,7.81%,+0.5
CHLE,Centennial Specialty Foods Corporation,$124.7K,Consumer Staples,Food Products,--,+2.6
CHMA,Chiasma Inc,$245.7M,Health Care,Pharmaceuticals,--,+1.4
CHMD,Median Group Inc,$46.4M,Communication Services,Wireless Telecommunication Services,--,+2.0
CHME,China Medicine Corporation,$295.1K,Health Care,Pharmaceuticals,--,+3.4
CHMG,Chemung Financial Corp.,$157.7M,Financials,Banks,3.06%,+0.1
CHMI,Cherry Hill Mortgage Investment Corp,$149.4M,Financials,Mortgage Real Estate Investment Trusts (REITs),12.26%,+1.2
CHMI-A,Cherry Hill Mortgage Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.25%,--
CHMI-B,Cherry Hill Mortgage Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),9.08%,--
CHMP,"Champion Industries, Inc.",$126.0K,Industrials,Commercial Services & Supplies,--,--
CHNC,China Infrastructure Construction Corp,$1.9M,Materials,Construction Materials,--,+0.4
CHND,"China Media, Inc.",$39.8M,Communication Services,Entertainment,--,--
CHNG,Change Healthcare Inc,$5.5B,Health Care,Health Care Technology,--,--
CHNGQ,"China Natural Gas, Inc.",$128.8K,Utilities,Gas Utilities,--,+3.9
CHNR,China Natural Resources Inc,$46.9M,Materials,Metals & Mining,--,+1.3
CHOPF,China Gerui Adv Mtals Grp Ltd,$3.6K,Materials,Metals & Mining,--,--
CHRA,Charah Solutions Inc,$84.0M,Industrials,Commercial Services & Supplies,--,--
CHRS,Coherus Biosciences Inc,$1.2B,Health Care,Biotechnology,--,+1.4
CHRW,CH Robinson Worldwide Inc,$12.5B,Industrials,Air Freight & Logistics,2.21%,+0.7
CHS,"Chico's FAS, Inc.",$217.0M,Consumer Discretionary,Specialty Retail,--,+1.6
CHSCP,CHS Inc,$364.4M,Consumer Staples,Food Products,6.72%,+0.4
CHSH,Eatware Inc,$995.4K,Industrials,Trading Companies & Distributors,--,-4.8
CHT,"Chunghwa Telecom Co., Ltd (ADR)",$30.4B,Communication Services,Diversified Telecommunication Services,7.36%,+0.1
CHTR,Charter Communications Inc,$127.1B,Communication Services,Media,--,+1.0
CHU,China Unicom (Hong Kong) Limited (ADR),$19.2B,Communication Services,Diversified Telecommunication Services,3.80%,+1.1
CHUC,Charlie's Holdings Inc,$67.4M,Consumer Discretionary,Distributors,--,+6.1
CHWWF,CHESSWOOD GROUP LTD,$113.8M,Financials,Diversified Financial Services,2.69%,+2.8
CHWY,Chewy Inc,$38.4B,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
CHZQ,China Zhong Qi Holdings Ltd,$2.5B,Consumer Staples,Personal Products,--,--
CI,Cigna Corp,$74.4B,Health Care,Health Care Providers & Services,0.02%,+0.9
CIA,"Citizens, Inc.",$308.0M,Financials,Insurance,--,+0.3
CIBH,Cib Marine Bancshares Inc,$19.3M,Financials,Banks,--,+0.4
CIBY,CIBL Inc,$30.2M,Communication Services,Diversified Telecommunication Services,--,-0.0
CICN,Cicero Inc,$1.1M,Information Technology,Software,--,-0.8
CIDM,Cinedigm Corp,$94.8M,Communication Services,Entertainment,--,+1.9
CIG,Companhia Energetica de Minas Gers CEMIG,$2.8B,Utilities,Electric Utilities,--,+0.7
CIG.C,CIA ENERGETICA DE MINAS,$1.6B,Utilities,Electric Utilities,--,+0.7
CIGI,Colliers International Group Inc,$3.4B,Real Estate,Real Estate Management & Development,0.12%,+1.6
CIH,China Index Holdings Ltd - ADR,$182.8M,Industrials,Professional Services,--,--
CIM,Chimera Investment Corporation,$2.3B,Financials,Mortgage Real Estate Investment Trusts (REITs),12.20%,+1.0
CIM-A,Chimera Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.30%,--
CIM-B,Chimera Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.85%,--
CIM-C,Chimera Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.98%,--
CIM-D,Chimera Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),9.05%,--
CINF,Cincinnati Financial Corporation,$13.4B,Financials,Insurance,2.84%,+0.6
CINR,Ciner Resources LP,$257.3M,Materials,Chemicals,--,+1.0
CIO,City Office REIT Inc,$418.3M,Real Estate,Equity Real Estate Investment Trusts (REITs),6.30%,+1.5
CIO-A,City Office REIT Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.27%,--
CIR,"CIRCOR International, Inc.",$730.9M,Industrials,Machinery,--,+2.6
CIT,CIT Group Inc.,$3.7B,Financials,Banks,3.91%,+1.5
CIT-B,CIT Group Inc,--,Financials,Banks,5.30%,--
CITY,"Avalon Correctional Services, Inc.",$16.9M,Industrials,Commercial Services & Supplies,--,--
CIVB,Civista Bancshares Inc,$289.5M,Financials,Banks,2.48%,+0.9
CIWT,China Industrial Waste Management Inc.,$475.5K,Industrials,Commercial Services & Supplies,--,+4.8
CIWV,Citizens Financial Corp/DE/,$27.0M,Financials,Banks,4.34%,+0.3
CIX,CompX International Inc.,$180.5M,Industrials,Commercial Services & Supplies,2.81%,+0.3
CIZN,Citizens Holding Company,$116.5M,Financials,Banks,4.53%,+0.1
CJIMF,GUNPOINT EXPLORATION LTD,$20.4M,Materials,Metals & Mining,--,+0.5
CJJD,China Jo-Jo Drugstores Inc,$39.1M,Consumer Staples,Food & Staples Retailing,--,+0.5
CJREF,Corus Entertainment Inc. (USA),$676.6M,Communication Services,Media,5.70%,+1.7
CKNTF,Cell Kinetics Ltd,$100.0K,Health Care,Life Sciences Tools & Services,--,--
CKPT,Checkpoint Therapeutics Inc,$175.5M,Health Care,Biotechnology,--,+1.8
CKX,CKX Lands Inc,$17.6M,Real Estate,Real Estate Management & Development,--,+0.3
CL,Colgate-Palmolive Company,$72.2B,Consumer Staples,Household Products,2.09%,+0.6
CLAR,Clarus Corp,$476.2M,Consumer Discretionary,Leisure Products,0.66%,+0.9
CLBK,Columbia Financial Inc,$1.8B,Financials,Thrifts & Mortgage Finance,--,--
CLBS,Caladrius Biosciences Inc,$30.2M,Health Care,Biotechnology,--,+1.3
CLCN,Creative Learning Corporation,$2.5M,Consumer Discretionary,Diversified Consumer Services,--,+0.4
CLCT,"Collectors Universe, Inc.",$680.2M,Consumer Discretionary,Diversified Consumer Services,0.93%,+1.7
CLDB,CORTLAND BANCORP INC,$76.9M,Financials,Banks,3.03%,+0.6
CLDR,Cloudera Inc,$4.3B,Information Technology,Software,--,+1.2
CLDT,Chatham Lodging Trust,$503.5M,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+2.1
CLDX,"Celldex Therapeutics, Inc.",$719.3M,Health Care,Biotechnology,--,+2.8
CLEU,China Liberal Education Holdings Ltd,$24.2M,Consumer Discretionary,Diversified Consumer Services,--,--
CLF,Cleveland-Cliffs Inc,$6.2B,Materials,Metals & Mining,--,+2.3
CLGN,Collplant Biotechnologies Ltd - ADR,$72.3M,Health Care,Biotechnology,--,+1.0
CLGPF,CLEAN SEED CAP GROUP LTD,$23.6M,Industrials,Machinery,--,+0.5
CLGX,Corelogic Inc,$5.9B,Information Technology,IT Services,1.72%,+1.1
CLGZF,Hutech21 Co Ltd,$.0K,Industrials,Air Freight & Logistics,--,--
CLH,Clean Harbors Inc,$4.3B,Industrials,Commercial Services & Supplies,--,+1.8
CLI,Mack Cali Realty Corp,$1.1B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+1.1
CLIRF,CLEARFORD WATER SYSTEMS INC,$1.6M,Utilities,Water Utilities,--,+5.8
CLIS,Clickstream Corp,$2.0M,Information Technology,Software,--,--
CLKFF,CLARKE INC,$78.3M,Financials,Capital Markets,--,+0.6
CLLS,Cellectis SA (ADR),$1.1B,Health Care,Biotechnology,--,+2.5
CLNC,Colony Credit Real Estate Inc,$947.7M,Financials,Mortgage Real Estate Investment Trusts (REITs),--,--
CLNFF,CALIAN GROUP LTD,$496.9M,Industrials,Commercial Services & Supplies,1.72%,+0.9
CLNY,Colony Capital Inc,$2.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+1.9
CLNY-G,Colony Capital Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),7.78%,--
CLNY-H,Colony Capital Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),7.44%,--
CLNY-I,Colony Capital Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),7.56%,--
CLNY-J,Colony Capital Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),7.48%,--
CLOK,Cipherloc Corp,$7.4M,Information Technology,Software,--,-0.3
CLPHY,CLP Holdings Limited (ADR),$24.0B,Utilities,Electric Utilities,4.25%,+0.4
CLPR,Clipper Realty Inc,$124.3M,Real Estate,Equity Real Estate Investment Trusts (REITs),5.52%,+1.0
CLPS,CLPS Inc,$49.7M,Information Technology,IT Services,--,--
CLPT,Clearpoint Neuro Inc,$265.2M,Health Care,Health Care Equipment & Supplies,--,+1.2
CLRB,Cellectar Biosciences Inc,$54.4M,Health Care,Biotechnology,--,+1.6
CLSD,Clearside Biomedical Inc,$164.6M,Health Care,Pharmaceuticals,--,+1.4
CLSH,CLS Holdings USA Inc,$16.4M,Health Care,Pharmaceuticals,--,+1.5
CLSN,Celsion Corporation,$31.0M,Health Care,Biotechnology,--,+2.3
CLVS,Clovis Oncology Inc,$427.0M,Health Care,Biotechnology,--,+1.9
CLW,Clearwater Paper Corp,$648.7M,Materials,Paper & Forest Products,--,+1.4
CLWA,Fuzebox Software Corp,$72.7M,Information Technology,IT Services,--,--
CLWD,Cloudcommerce Inc,$4.3M,Information Technology,Software,--,-0.1
CLWT,Euro Tech Holdings Company Ltd,$10.1M,Industrials,Trading Companies & Distributors,--,+0.8
CLWY,"Calloway's Nursery, Inc.",$70.7M,Consumer Discretionary,Specialty Retail,7.79%,+1.0
CLX,Clorox Co,$25.1B,Consumer Staples,Household Products,2.22%,+0.2
CLXT,Calyxt Inc,$164.2M,Health Care,Biotechnology,--,+2.3
CM,Canadian Imperial Bank of Commerce (USA),$38.4B,Financials,Banks,5.37%,+1.0
CMA,Comerica Incorporated,$7.9B,Financials,Banks,4.90%,+1.6
CMC,Commercial Metals Company,$2.5B,Materials,Metals & Mining,2.35%,+1.3
CMCI,China Modern Agricultural Informatn Inc,$2.7K,Consumer Staples,Food Products,--,--
CMCL,Caledonia Mining Corporation Plc (USA),$214.1M,Materials,Metals & Mining,2.40%,+0.9
CMCM,Cheetah Mobile Inc (ADR),$251.7M,Information Technology,Software,--,+1.4
CMCO,Columbus McKinnon Corp.,$933.4M,Industrials,Machinery,0.62%,+1.4
CMCSA,Comcast Corporation,$226.2B,Communication Services,Media,1.82%,+1.0
CMCT,CIM Commercial Trust Corp,$209.8M,Real Estate,Equity Real Estate Investment Trusts (REITs),2.16%,+0.9
CMCTP,CIM Commercial Trust Corp,--,Real Estate,Equity Real Estate Investment Trusts (REITs),2.28%,--
CMCXF,CMC METALS LTD,$13.8M,Materials,Metals & Mining,--,+1.2
CMD,Cantel Medical Corp.,$3.3B,Health Care,Health Care Equipment & Supplies,--,+1.6
CMDRF,COMMANDER RESOURCES LTD,$5.7M,Materials,Metals & Mining,--,+0.6
CME,CME Group Inc,$64.1B,Financials,Capital Markets,1.90%,+0.5
CMFO,China Marine Food Group Ltd,$802.5K,Consumer Staples,Food Products,--,+2.3
CMFV,Comf5 International Inc,$76.1K,Information Technology,IT Services,--,-0.6
CMGO,CMG Holdings Group Inc,$2.8M,Communication Services,Media,--,+3.9
CMHZ,Banny Cosmic International Holdings Inc,$1.2M,Consumer Discretionary,Distributors,--,+4.4
CMI,Cummins Inc.,$33.1B,Industrials,Machinery,2.44%,+1.1
CMLEF,COMINAR REAL ESTATE INVT TR,$1.2B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.46%,+1.3
CMLGF,CANICKEL MINING LTD,$3.4M,Materials,Metals & Mining,--,+2.4
CMLS,Cumulus Media Inc,$181.8M,Communication Services,Media,--,--
CMO,Capstead Mortgage Corporation,$545.1M,Financials,Mortgage Real Estate Investment Trusts (REITs),10.71%,+1.5
CMO-E,Capstead Mortgage Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.72%,--
CMP,"Compass Minerals International, Inc.",$2.1B,Materials,Metals & Mining,4.66%,+1.6
CMPD,"CompuMed, Inc.",$8.4M,Health Care,Health Care Technology,--,+2.0
CMPR,Cimpress PLC,$2.3B,Industrials,Commercial Services & Supplies,--,+1.6
CMRE,Costamare Inc,$991.4M,Industrials,Marine,4.87%,+1.7
CMRX,Chimerix Inc,$307.5M,Health Care,Biotechnology,--,+1.9
CMS,CMS Energy Corporation,$16.9B,Utilities,Multi-Utilities,2.73%,+0.2
CMS-B,Consumers Energy Co,--,Utilities,Multi-Utilities,4.11%,--
CMT,"Core Molding Technologies, Inc.",$108.4M,Materials,Chemicals,--,+2.3
CMTV,Community Bancorp,$76.8M,Financials,Banks,5.14%,+0.2
CMXC,Cell MedX Corp,$17.8M,Health Care,Health Care Equipment & Supplies,--,+0.4
CNA,Cna Financial Corp,$10.3B,Financials,Insurance,3.89%,+0.8
CNABQ,United Cannabis Corp,$426.6K,Health Care,Pharmaceuticals,--,-0.1
CNAF,CommercialNatlFinlCorp(Pennsylvania),$47.0M,Financials,Banks,6.30%,+0.5
CNBB,Cnb Community Bancorp Inc,$73.4M,Financials,Banks,3.09%,--
CNBI,"China BCT Pharmacy Group, Inc.",$339.6K,Health Care,Health Care Providers & Services,--,-1.3
CNBKA,"Century Bancorp, Inc.",$282.7M,Financials,Banks,0.83%,+0.9
CNBW,CNB Corp,$122.9M,Financials,Banks,3.72%,--
CNBX,Cannabics Pharmaceuticals Inc,$32.5M,Health Care,Pharmaceuticals,--,-0.9
CNBZ,CNB Corp (Michigan),$22.9M,Financials,Banks,4.23%,-0.4
CNC,Centene Corp,$36.1B,Health Care,Health Care Providers & Services,--,+0.5
CNCE,Concert Pharmaceuticals Inc,$391.2M,Health Care,Biotechnology,--,+0.7
CNCG,Concierge Technologies Inc,$56.1M,Financials,Capital Markets,--,+0.9
CNCM,"Connected Media Technologies, Inc.",$138.1K,Communication Services,Media,--,--
CNDT,Conduent Inc,$1.0B,Information Technology,IT Services,--,+1.9
CNER,China New Energy Group Company,$1.7M,Utilities,Gas Utilities,--,--
CNET,ZW Data Action Technologies Inc,$35.1M,Communication Services,Media,--,+1.8
CNF,CNFinance Holdings Ltd - ADR,$217.4M,Financials,Thrifts & Mortgage Finance,--,--
CNFN,Cfn Enterprises Inc,$5.6M,Communication Services,Interactive Media & Services,--,-0.2
CNFR,Conifer Holdings Inc,$27.2M,Financials,Insurance,--,+1.2
CNGO,Cengage Learning Holdings II Inc,$565.7M,Consumer Discretionary,Diversified Consumer Services,--,--
CNGT,Cannagistics Inc,$5.1M,Industrials,Air Freight & Logistics,--,-0.1
CNHI,CNH Industrial NV,$17.2B,Industrials,Machinery,--,+1.2
CNI,Canadian National Railway (USA),$78.4B,Industrials,Road & Rail,1.64%,+0.6
CNIG,Corning Natural Gas Holding Corp,$47.7M,Utilities,Gas Utilities,3.95%,+0.5
CNK,"Cinemark Holdings, Inc.",$2.0B,Communication Services,Entertainment,--,+2.7
CNMD,Conmed Corp,$3.2B,Health Care,Health Care Equipment & Supplies,0.72%,+1.5
CNND,Canandaigua National Corporation,$368.3M,Financials,Banks,3.72%,+0.3
CNNE,Cannae Holdings Inc,$3.9B,Financials,Diversified Financial Services,--,+0.6
CNO,CNO Financial Group Inc,$3.0B,Financials,Insurance,2.22%,+1.4
CNOB,ConnectOne Bancorp Inc,$794.5M,Financials,Banks,1.83%,+1.4
CNOBF,HEMLO EXPLORERS INC,$16.9M,Materials,Metals & Mining,--,+1.9
CNP,CenterPoint Energy Inc,$11.6B,Utilities,Multi-Utilities,3.00%,+1.0
CNR,Cornerstone Building Brands Inc,$1.2B,Industrials,Building Products,--,+2.2
CNRD,"Conrad Industries, Inc.",$59.0M,Industrials,Machinery,--,+0.9
CNRIF,CONDOR RESOURCES INC,$29.9M,Materials,Metals & Mining,--,+1.7
CNS,"Cohen & Steers, Inc.",$3.4B,Financials,Capital Markets,2.18%,+1.4
CNSL,Consolidated Communications Holdings Inc,$395.5M,Communication Services,Diversified Telecommunication Services,--,+1.4
CNSP,CNS Pharmaceuticals Inc,$40.5M,Health Care,Pharmaceuticals,--,--
CNST,Constellation Pharmaceuticals Inc,$1.3B,Health Care,Biotechnology,--,--
CNSUF,CANASIL RESOURCES INC,$11.7M,Materials,Metals & Mining,--,+0.8
CNTG,Centogene NV,$240.6M,Health Care,Biotechnology,--,--
CNVT,CVF Technologies Corporation,$392.5K,Consumer Discretionary,Automobiles,--,-0.2
CNWT,"Cistera Networks, Inc.",$169.9K,Information Technology,Software,--,+0.4
CNXS,Connexus Corp,$1.1M,Consumer Staples,Food Products,--,--
CO,Global Cord Blood Corp,$480.2M,Health Care,Health Care Providers & Services,--,+0.3
COCP,Cocrystal Pharma Inc,$97.4M,Health Care,Pharmaceuticals,--,+1.0
CODI,Compass Diversified Holdings,$1.3B,Financials,Diversified Financial Services,7.41%,+1.8
CODI-A,Compass Diversified Holdings,--,Financials,Diversified Financial Services,7.26%,--
CODI-B,Compass Diversified Holdings,--,Financials,Diversified Financial Services,7.74%,--
CODI-C,Compass Diversified Holdings,--,Financials,Diversified Financial Services,7.72%,--
CODX,Co-Diagnostics Inc,$294.0M,Health Care,Health Care Equipment & Supplies,--,-1.7
COE,China Online Education Group - ADR,$587.9M,Consumer Discretionary,Diversified Consumer Services,--,-0.8
COF,Capital One Financial Corp.,$45.8B,Financials,Consumer Finance,0.41%,+1.7
COFI,Credit One Financial Inc,$68.5M,Communication Services,Media,--,--
COFS,Choiceone Financial Services Inc,$233.5M,Financials,Banks,3.03%,+0.5
COHN,Cohen & Company Inc,$21.2M,Financials,Capital Markets,--,+0.9
COHU,"Cohu, Inc.",$1.7B,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.8
COKE,Coca-Cola Consolidated Inc,$2.5B,Consumer Staples,Beverages,0.37%,+1.0
COLB,Columbia Banking System Inc,$2.6B,Financials,Banks,3.19%,+0.9
COLD,AmeriCold Realty Trust,$7.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.35%,--
COLL,Collegium Pharmaceutical Inc,$651.9M,Health Care,Pharmaceuticals,--,+1.1
COMS,COMSovereign Holding Corp,$278.8M,Industrials,Aerospace & Defense,--,+2.0
CONE,CyrusOne Inc,$8.5B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.92%,+0.5
